PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
213.0,235.0,43.0,128.0,4000.0,11.0,9.3,1019.2,-5.4,0.0,0.7
221.0,257.0,39.0,136.0,3700.0,10.0,9.7,1019.3,-5.1,0.0,1.0
236.0,267.0,37.0,139.0,3200.0,11.0,5.9,1019.7,-4.9,0.0,0.3
228.0,252.0,33.0,138.0,2900.0,9.0,3.1,1020.1,-4.4,0.0,0.0
234.0,258.0,30.0,134.0,3100.0,5.0,1.4,1020.5,-4.3,0.0,1.4
286.0,306.0,27.0,145.0,3700.0,3.0,0.9,1021.1,-4.2,0.0,0.5
302.0,329.0,26.0,148.0,4100.0,3.0,-0.1,1021.4,-4.2,0.0,0.1
368.0,389.0,23.0,147.0,4900.0,3.0,-0.5,1021.8,-3.7,0.0,0.8
457.0,511.0,24.0,146.0,5400.0,3.0,-1.9,1022.6,-4.1,0.0,1.4
494.0,566.0,23.0,149.0,5900.0,3.0,-2.8,1023.1,-4.5,0.0,1.3
443.0,523.0,32.0,156.0,7900.0,4.0,-3.6,1023.7,-4.9,0.0,1.1
479.0,564.0,33.0,138.0,9300.0,3.0,-3.6,1024.1,-4.4,0.0,1.7
490.0,568.0,27.0,112.0,9300.0,3.0,-3.2,1024.8,-3.9,0.0,1.6
475.0,545.0,24.0,99.0,9100.0,3.0,-3.1,1024.8,-3.6,0.0,1.2
455.0,494.0,19.0,96.0,8600.0,2.0,-2.9,1024.5,-3.4,0.0,1.0
424.0,462.0,16.0,105.0,8600.0,2.0,-2.6,1024.0,-3.2,0.0,1.0
399.0,440.0,15.0,111.0,8400.0,2.0,-2.9,1024.3,-3.4,0.0,1.3
363.0,420.0,15.0,112.0,8100.0,2.0,-3.4,1024.2,-3.9,0.0,0.9
325.0,371.0,13.0,99.0,7600.0,2.0,-3.2,1025.0,-3.7,0.0,1.0
331.0,347.0,13.0,107.0,7600.0,2.0,-2.8,1025.9,-3.3,0.0,1.4
328.0,329.0,13.0,122.0,7000.0,3.0,-1.8,1025.9,-2.5,0.0,1.0
291.0,291.0,12.0,120.0,6200.0,4.0,-1.0,1026.2,-1.7,0.0,0.5
292.0,292.0,13.0,126.0,5600.0,7.0,0.5,1025.2,-1.0,0.0,1.1
476.0,507.0,12.0,167.0,7800.0,5.0,1.3,1024.5,-2.1,0.0,1.1
456.0,481.0,12.0,169.0,7900.0,5.0,1.0,1023.9,-2.4,0.0,1.6
449.0,489.0,12.0,177.0,7800.0,4.0,1.2,1024.3,-2.4,0.0,1.2
437.0,470.0,11.0,178.0,4400.0,9.0,1.0,1024.3,-2.4,0.0,1.9
418.0,469.0,10.0,179.0,8500.0,5.0,0.2,1024.7,-2.7,0.0,1.5
410.0,438.0,8.0,161.0,8800.0,4.0,-0.4,1024.7,-2.6,0.0,1.7
398.0,433.0,8.0,153.0,8800.0,4.0,-0.4,1025.2,-2.5,0.0,1.2
393.0,428.0,8.0,142.0,9200.0,3.0,-0.7,1025.4,-2.6,0.0,1.2
381.0,425.0,9.0,139.0,9900.0,3.0,-0.3,1025.7,-2.2,0.0,1.1
398.0,434.0,8.0,143.0,1000.0,2.0,0.0,1026.0,-1.9,0.0,1.2
411.0,461.0,7.0,140.0,9800.0,2.0,-0.3,1026.2,-2.0,0.0,0.9
421.0,457.0,7.0,140.0,9400.0,2.0,-0.7,1025.8,-2.0,0.0,1.7
415.0,448.0,7.0,131.0,8900.0,2.0,-1.0,1025.1,-2.3,0.0,1.0
394.0,445.0,7.0,139.0,8200.0,2.0,-1.0,1024.9,-2.3,0.0,1.4
370.0,421.0,7.0,141.0,5800.0,2.0,-1.1,1024.5,-2.2,0.0,1.2
369.0,410.0,8.0,136.0,6000.0,3.0,-1.2,1023.7,-2.5,0.0,1.3
383.0,417.0,9.0,131.0,8400.0,2.0,-1.2,1023.3,-2.6,0.0,1.7
384.0,432.0,9.0,128.0,8300.0,2.0,-1.4,1023.2,-3.0,0.0,1.3
371.0,405.0,10.0,137.0,7800.0,2.0,-1.1,1023.4,-2.7,0.0,1.0
368.0,379.0,11.0,126.0,7700.0,2.0,-1.0,1023.4,-2.9,0.0,0.2
354.0,373.0,11.0,128.0,7700.0,2.0,-0.7,1023.8,-2.8,0.0,0.7
372.0,378.0,11.0,129.0,7600.0,3.0,0.6,1023.6,-2.3,0.0,1.1
372.0,384.0,12.0,145.0,7600.0,5.0,1.6,1023.0,-2.2,0.0,1.1
366.0,366.0,15.0,138.0,6900.0,9.0,2.5,1021.5,-2.2,0.0,0.5
340.0,340.0,19.0,128.0,6100.0,15.0,3.3,1020.3,-2.5,0.0,1.4
390.0,390.0,18.0,161.0,7100.0,10.0,3.9,1019.4,-2.7,0.0,1.6
411.0,447.0,15.0,172.0,7200.0,7.0,3.9,1019.5,-2.7,0.0,0.5
415.0,444.0,14.0,177.0,7100.0,4.0,3.8,1019.7,-2.6,0.0,0.9
469.0,549.0,12.0,203.0,8600.0,2.0,2.8,1019.9,-2.3,0.0,1.0
488.0,596.0,10.0,208.0,8700.0,2.0,2.9,1020.5,-2.0,0.0,1.2
483.0,581.0,10.0,204.0,8600.0,2.0,2.5,1020.5,-1.9,0.0,1.3
446.0,515.0,13.0,200.0,8200.0,2.0,1.9,1020.4,-2.1,0.0,0.8
440.0,507.0,15.0,192.0,8200.0,2.0,1.0,1020.2,-2.2,0.0,1.2
442.0,485.0,18.0,194.0,7800.0,2.0,1.2,1020.1,-1.7,0.0,0.2
422.0,461.0,20.0,184.0,7700.0,2.0,1.5,1019.7,-1.4,0.0,0.8
445.0,483.0,20.0,187.0,8000.0,2.0,1.0,1019.5,-1.7,0.0,0.5
434.0,482.0,21.0,185.0,8100.0,2.0,0.9,1019.0,-1.7,0.0,0.4
424.0,463.0,22.0,175.0,7900.0,2.0,0.3,1019.1,-1.9,0.0,0.4
237.0,255.0,25.0,121.0,4600.0,2.0,3.9,1018.8,-7.0,0.0,2.2
37.0,37.0,11.0,34.0,1100.0,31.0,4.5,1018.7,-9.3,0.0,4.6
12.0,12.0,7.0,15.0,500.0,48.0,4.0,1018.8,-10.1,0.0,5.5
13.0,13.0,6.0,13.0,400.0,48.0,2.8,1019.2,-11.2,0.0,5.5
12.0,12.0,6.0,16.0,400.0,46.0,2.3,1019.8,-11.6,0.0,3.8
18.0,18.0,5.0,24.0,400.0,38.0,2.0,1020.2,-11.9,0.0,3.3
17.0,17.0,6.0,26.0,500.0,36.0,2.3,1020.3,-12.0,0.0,3.3
15.0,15.0,5.0,17.0,400.0,46.0,2.8,1020.6,-12.3,0.0,4.3
14.0,14.0,6.0,13.0,400.0,53.0,3.8,1020.1,-12.2,0.0,4.0
13.0,13.0,6.0,11.0,400.0,59.0,4.4,1019.1,-12.6,0.0,4.2
12.0,12.0,5.0,11.0,400.0,61.0,5.1,1018.0,-12.9,0.0,3.8
13.0,13.0,4.0,10.0,400.0,63.0,5.1,1017.5,-12.9,0.0,5.6
3.0,6.0,3.0,9.0,400.0,65.0,5.4,1017.4,-12.6,0.0,4.9
5.0,6.0,3.0,12.0,400.0,60.0,5.3,1017.8,-12.7,0.0,3.3
11.0,29.0,3.0,20.0,400.0,54.0,4.4,1018.4,-12.6,0.0,3.2
12.0,39.0,4.0,23.0,500.0,50.0,3.9,1019.3,-12.6,0.0,3.5
16.0,47.0,6.0,31.0,600.0,41.0,3.0,1020.8,-14.2,0.0,3.0
13.0,49.0,3.0,16.0,400.0,59.0,2.1,1021.9,-14.6,0.0,3.4
12.0,49.0,2.0,15.0,400.0,60.0,0.7,1022.7,-14.1,0.0,2.4
12.0,34.0,2.0,17.0,300.0,55.0,0.2,1023.2,-14.2,0.0,2.4
13.0,32.0,3.0,23.0,400.0,48.0,-1.3,1024.1,-14.5,0.0,2.7
17.0,38.0,5.0,34.0,500.0,33.0,-1.8,1024.2,-14.9,0.0,1.7
20.0,30.0,4.0,37.0,600.0,26.0,-2.8,1024.6,-15.5,0.0,1.5
13.0,43.0,4.0,27.0,500.0,28.0,-3.6,1024.8,-15.0,0.0,1.2
25.0,35.0,4.0,30.0,400.0,22.0,-3.7,1025.2,-15.4,0.0,1.8
24.0,26.0,5.0,28.0,300.0,31.0,-4.1,1025.4,-15.4,0.0,1.4
24.0,24.0,5.0,30.0,300.0,32.0,-4.0,1025.5,-15.0,0.0,1.4
24.0,24.0,5.0,30.0,300.0,32.0,-4.4,1026.0,-15.1,0.0,1.7
24.0,27.0,6.0,37.0,300.0,25.0,-4.5,1026.5,-14.9,0.0,1.3
25.0,30.0,7.0,47.0,400.0,19.0,-4.5,1027.6,-14.9,0.0,1.1
24.0,35.0,7.0,48.0,400.0,21.0,-2.2,1028.5,-15.0,0.0,1.3
17.0,37.0,6.0,42.0,500.0,27.0,-0.8,1028.5,-14.7,0.0,3.4
18.0,35.0,5.0,34.0,600.0,35.0,0.5,1028.0,-14.7,0.0,2.5
32.0,34.0,5.0,27.0,600.0,42.0,1.5,1027.1,-14.6,0.0,2.2
19.0,32.0,6.0,27.0,600.0,41.0,2.9,1026.0,-13.9,0.0,1.3
21.0,31.0,6.0,28.0,600.0,41.0,4.1,1025.5,-14.2,0.0,0.8
21.0,31.0,6.0,26.0,600.0,37.0,4.4,1025.3,-13.5,0.0,1.1
21.0,38.0,6.0,35.0,700.0,32.0,4.6,1025.5,-12.4,0.0,0.9
35.0,68.0,7.0,58.0,900.0,11.0,2.4,1025.5,-11.9,0.0,1.3
60.0,104.0,12.0,64.0,1200.0,7.0,1.3,1025.8,-11.8,0.0,1.2
75.0,127.0,16.0,71.0,1400.0,2.0,-1.0,1026.1,-10.1,0.0,1.2
93.0,137.0,14.0,68.0,1400.0,4.0,-0.2,1026.2,-10.4,0.0,1.1
91.0,127.0,13.0,66.0,1300.0,4.0,-0.2,1026.7,-10.4,0.0,1.3
88.0,122.0,15.0,63.0,1300.0,5.0,0.4,1026.9,-10.2,0.0,1.7
75.0,114.0,21.0,60.0,1200.0,7.0,1.2,1027.6,-10.3,0.0,2.4
67.0,92.0,26.0,53.0,1200.0,10.0,0.9,1027.4,-10.0,0.0,1.4
79.0,97.0,24.0,61.0,1500.0,2.0,-0.7,1027.0,-9.9,0.0,0.8
74.0,95.0,23.0,59.0,1700.0,2.0,-0.5,1027.0,-9.7,0.0,1.0
82.0,103.0,26.0,62.0,1900.0,2.0,-1.3,1027.0,-9.7,0.0,1.0
90.0,104.0,26.0,58.0,1600.0,2.0,-1.9,1026.4,-10.0,0.0,1.0
91.0,103.0,47.0,62.0,1800.0,2.0,-3.3,1026.3,-9.8,0.0,0.9
143.0,184.0,49.0,102.0,4500.0,2.0,-3.4,1026.4,-9.9,0.0,1.4
161.0,238.0,49.0,102.0,5100.0,2.0,-3.7,1026.8,-10.1,0.0,1.1
155.0,223.0,45.0,94.0,4700.0,2.0,-4.7,1027.0,-9.3,0.0,0.8
148.0,223.0,42.0,93.0,4700.0,2.0,-3.0,1027.4,-9.7,0.0,1.1
148.0,217.0,39.0,93.0,4500.0,2.0,-1.1,1027.6,-9.2,0.0,1.1
152.0,219.0,39.0,100.0,4300.0,2.0,0.1,1027.3,-8.6,0.0,1.6
172.0,239.0,43.0,107.0,4100.0,2.0,1.6,1026.7,-8.0,0.0,2.0
184.0,260.0,48.0,116.0,3900.0,3.0,2.9,1025.4,-7.6,0.0,2.3
156.0,224.0,38.0,85.0,2700.0,11.0,3.8,1024.9,-8.0,0.0,2.2
141.0,167.0,35.0,98.0,2700.0,9.0,4.0,1024.6,-7.5,0.0,1.1
179.0,249.0,38.0,119.0,3200.0,3.0,2.3,1024.7,-8.2,0.0,1.5
151.0,221.0,33.0,102.0,2600.0,2.0,0.7,1025.3,-8.3,0.0,0.8
148.0,199.0,30.0,100.0,2700.0,2.0,0.7,1025.7,-8.3,0.0,1.5
132.0,179.0,30.0,94.0,2300.0,2.0,0.1,1025.9,-8.4,0.0,0.9
139.0,171.0,31.0,96.0,2300.0,2.0,-0.5,1026.2,-8.2,0.0,1.2
141.0,178.0,34.0,99.0,2400.0,2.0,-2.2,1026.7,-7.7,0.0,0.8
161.0,201.0,40.0,107.0,3000.0,2.0,-2.7,1027.0,-7.4,0.0,1.1
182.0,244.0,45.0,120.0,3600.0,2.0,-3.7,1026.9,-7.5,0.0,1.2
169.0,226.0,43.0,106.0,3300.0,2.0,-3.5,1026.4,-7.8,0.0,1.0
169.0,206.0,46.0,104.0,3400.0,2.0,-3.2,1025.9,-8.1,0.0,1.4
180.0,232.0,42.0,105.0,3700.0,2.0,-4.0,1026.3,-7.6,0.0,1.3
168.0,209.0,35.0,94.0,2500.0,2.0,-3.4,1026.1,-8.1,0.0,1.1
162.0,188.0,28.0,87.0,2400.0,3.0,-4.6,1025.6,-7.9,0.0,0.9
152.0,178.0,27.0,87.0,3300.0,2.0,-4.3,1025.4,-7.2,0.0,0.8
132.0,157.0,26.0,84.0,2800.0,2.0,-3.0,1025.3,-7.0,0.0,1.3
115.0,131.0,25.0,77.0,2300.0,2.0,-2.7,1025.5,-7.2,0.0,1.0
114.0,133.0,25.0,77.0,2300.0,2.0,-2.6,1025.8,-7.0,0.0,1.1
113.0,129.0,28.0,77.0,2100.0,2.0,-1.9,1026.3,-7.0,0.0,1.0
123.0,145.0,35.0,80.0,2200.0,3.0,-1.1,1026.4,-6.7,0.0,0.6
115.0,142.0,37.0,80.0,2200.0,5.0,0.0,1026.1,-6.2,0.0,1.1
132.0,155.0,42.0,92.0,2600.0,5.0,0.7,1025.0,-6.2,0.0,1.2
132.0,158.0,42.0,91.0,2400.0,6.0,0.8,1024.0,-5.9,0.0,1.5
147.0,169.0,39.0,94.0,2500.0,5.0,1.2,1023.3,-5.7,0.0,0.7
147.0,176.0,37.0,94.0,2500.0,4.0,1.4,1022.9,-5.3,0.0,0.8
152.0,179.0,35.0,94.0,2500.0,3.0,1.5,1023.0,-5.4,0.0,0.9
148.0,188.0,33.0,99.0,2600.0,2.0,0.7,1023.1,-5.3,0.0,1.2
164.0,205.0,32.0,103.0,2800.0,2.0,-0.5,1024.0,-5.5,0.0,0.9
187.0,250.0,40.0,118.0,3500.0,2.0,-0.8,1024.2,-5.0,0.0,0.6
203.0,272.0,39.0,117.0,3600.0,2.0,-0.5,1024.4,-4.9,0.0,0.8
194.0,259.0,44.0,125.0,3400.0,2.0,0.4,1024.6,-5.0,0.0,1.0
179.0,226.0,48.0,113.0,3000.0,2.0,0.5,1025.0,-4.9,0.0,0.3
176.0,213.0,49.0,103.0,2800.0,2.0,0.9,1025.1,-5.4,0.0,1.0
165.0,191.0,53.0,98.0,2500.0,2.0,0.7,1025.3,-5.5,0.0,0.6
164.0,181.0,55.0,99.0,2700.0,2.0,1.1,1025.1,-6.5,0.0,0.9
156.0,166.0,52.0,97.0,2500.0,2.0,0.7,1025.3,-5.8,0.0,1.3
165.0,189.0,51.0,104.0,3100.0,2.0,1.1,1025.6,-6.0,0.0,1.3
139.0,182.0,50.0,92.0,2700.0,2.0,1.1,1025.7,-5.8,0.0,1.1
72.0,110.0,30.0,69.0,1500.0,2.0,1.7,1025.8,-6.2,0.0,1.0
30.0,59.0,17.0,37.0,700.0,16.0,2.5,1026.1,-7.7,0.0,1.5
25.0,39.0,14.0,38.0,700.0,19.0,2.1,1026.3,-7.3,0.0,1.3
24.0,33.0,15.0,48.0,800.0,16.0,2.0,1027.0,-8.7,0.0,1.4
27.0,38.0,16.0,51.0,900.0,19.0,2.6,1028.4,-10.7,0.0,1.7
29.0,30.0,12.0,48.0,800.0,25.0,3.0,1029.0,-11.4,0.0,2.6
22.0,22.0,8.0,36.0,600.0,38.0,3.7,1028.8,-14.1,0.0,2.6
19.0,19.0,6.0,30.0,600.0,47.0,3.5,1028.3,-15.7,0.0,3.9
18.0,24.0,5.0,26.0,500.0,50.0,3.9,1027.2,-15.4,0.0,3.0
19.0,24.0,5.0,23.0,400.0,54.0,4.2,1026.3,-16.2,0.0,2.8
17.0,29.0,5.0,25.0,400.0,52.0,3.6,1026.7,-16.7,0.0,2.6
14.0,32.0,4.0,29.0,400.0,48.0,3.3,1027.2,-17.6,0.0,1.8
13.0,30.0,4.0,37.0,500.0,38.0,2.0,1027.6,-18.1,0.0,1.7
11.0,28.0,4.0,46.0,1000.0,30.0,0.6,1028.1,-18.7,0.0,1.1
14.0,24.0,4.0,54.0,500.0,25.0,0.2,1028.7,-19.6,0.0,1.4
12.0,19.0,3.0,48.0,800.0,28.0,-1.4,1028.8,-17.2,0.0,0.0
15.0,17.0,4.0,45.0,800.0,29.0,-2.5,1029.0,-16.2,0.0,1.2
17.0,19.0,4.0,41.0,900.0,33.0,-2.1,1029.5,-18.6,0.0,0.8
10.0,13.0,3.0,39.0,400.0,36.0,-1.7,1029.8,-19.7,0.0,1.4
12.0,16.0,6.0,50.0,500.0,24.0,-2.3,1029.9,-18.8,0.0,1.2
10.0,16.0,6.0,40.0,600.0,30.0,-3.1,1030.1,-19.5,0.0,1.4
9.0,16.0,6.0,42.0,500.0,21.0,-3.4,1030.2,-19.8,0.0,0.7
15.0,24.0,7.0,52.0,700.0,9.0,-4.2,1030.6,-18.1,0.0,1.1
16.0,21.0,7.0,47.0,500.0,19.0,-3.7,1030.5,-20.0,0.0,1.2
13.0,18.0,6.0,44.0,600.0,23.0,-3.7,1030.8,-18.8,0.0,0.9
19.0,36.0,10.0,46.0,800.0,18.0,-2.4,1031.3,-15.8,0.0,1.5
23.0,50.0,10.0,54.0,800.0,9.0,-4.5,1031.8,-17.7,0.0,1.2
22.0,50.0,13.0,57.0,900.0,9.0,-3.8,1032.5,-16.1,0.0,1.1
22.0,52.0,11.0,43.0,700.0,22.0,-1.4,1033.4,-15.3,0.0,1.6
14.0,43.0,8.0,24.0,500.0,40.0,-0.3,1033.7,-15.8,0.0,3.3
13.0,37.0,6.0,16.0,500.0,47.0,0.5,1033.1,-15.5,0.0,3.6
12.0,36.0,4.0,13.0,400.0,53.0,1.5,1032.3,-16.4,0.0,2.7
14.0,30.0,4.0,14.0,400.0,53.0,2.1,1030.9,-16.4,0.0,3.3
16.0,35.0,3.0,13.0,400.0,53.0,2.9,1029.7,-16.8,0.0,2.3
17.0,45.0,3.0,18.0,400.0,48.0,3.1,1029.0,-16.1,0.0,1.6
16.0,46.0,3.0,19.0,500.0,45.0,2.4,1028.7,-16.7,0.0,1.2
20.0,49.0,3.0,31.0,700.0,31.0,0.8,1028.5,-16.1,0.0,1.2
57.0,100.0,8.0,46.0,1000.0,27.0,1.1,1028.4,-12.7,0.0,3.2
90.0,129.0,15.0,56.0,1200.0,20.0,0.6,1028.4,-9.7,0.0,3.2
153.0,213.0,31.0,60.0,1400.0,13.0,-0.2,1028.8,-8.2,0.0,3.7
121.0,169.0,27.0,61.0,1400.0,14.0,-0.7,1028.9,-8.2,0.0,2.4
124.0,148.0,20.0,52.0,1400.0,21.0,-1.1,1028.8,-6.9,0.0,3.2
148.0,174.0,15.0,53.0,1500.0,15.0,-1.1,1028.3,-6.1,0.0,3.3
153.0,170.0,15.0,58.0,1500.0,7.0,-1.3,1027.9,-5.5,0.0,2.6
158.0,172.0,18.0,60.0,1600.0,5.0,-1.7,1027.2,-5.6,0.0,2.0
167.0,179.0,21.0,62.0,1800.0,2.0,-1.9,1026.9,-5.4,0.0,2.5
185.0,197.0,23.0,63.0,2100.0,2.0,-2.1,1026.9,-5.3,0.0,2.9
184.0,192.0,19.0,57.0,1900.0,2.0,-2.3,1026.4,-5.1,0.0,3.3
187.0,192.0,15.0,56.0,1800.0,2.0,-2.4,1026.0,-5.2,0.0,1.7
179.0,192.0,12.0,57.0,2000.0,2.0,-3.5,1026.0,-7.3,0.0,0.5
160.0,182.0,13.0,67.0,2000.0,2.0,-4.9,1026.8,-8.1,0.0,1.0
146.0,172.0,18.0,77.0,2800.0,2.0,-4.7,1027.3,-8.0,0.0,0.5
87.0,123.0,24.0,63.0,1700.0,4.0,-1.4,1027.7,-13.9,0.0,4.0
35.0,69.0,20.0,43.0,1000.0,23.0,0.0,1028.4,-16.0,0.0,3.6
12.0,61.0,9.0,19.0,500.0,50.0,0.9,1028.8,-16.5,0.0,3.3
14.0,55.0,10.0,13.0,400.0,56.0,1.3,1028.4,-18.1,0.0,3.8
10.0,43.0,10.0,11.0,300.0,44.1252,1.9,1027.9,-18.2,0.0,5.0
13.0,80.0,6.0,12.0,200.0,56.0,1.7,1027.9,-18.3,0.0,4.7
11.0,59.0,6.0,2.0,400.0,64.0,1.5,1028.2,-18.0,0.0,2.8
9.0,44.0,6.0,18.0,1000.0,6.0,1.6,1028.4,-18.4,0.0,3.2
9.0,49.0,6.0,23.0,400.0,46.0,1.2,1029.0,-18.8,0.0,3.8
11.0,49.0,10.0,23.0,500.0,39.0,0.8,1030.2,-18.6,0.0,2.6
14.0,47.0,3.0,25.0,1000.0,4.0,0.5,1031.1,-19.9,0.0,3.0
14.0,43.0,6.0,31.0,1000.0,44.1252,-0.4,1032.0,-19.1,0.0,2.8
13.0,22.0,4.0,47.0,400.0,44.1252,-1.6,1032.3,-19.1,0.0,1.0
11.0,13.0,5.0,47.0,400.0,50.0,-1.5,1032.7,-19.0,0.0,1.7
7.0,23.0,7.0,26.0,500.0,41.0,-1.5,1033.2,-19.0,0.0,1.9
13.0,27.0,7.0,34.0,500.0,30.0,-2.0,1033.2,-19.0,0.0,1.8
16.0,28.0,9.0,37.0,600.0,26.0,-2.9,1033.2,-19.3,0.0,1.5
17.0,33.0,9.0,50.0,600.0,14.0,-3.2,1033.0,-19.2,0.0,1.1
11.0,31.0,10.0,38.0,600.0,25.0,-3.5,1033.4,-19.9,0.0,1.5
8.0,24.0,8.0,38.0,500.0,24.0,-4.4,1032.7,-19.0,0.0,0.9
10.0,22.0,7.0,36.0,500.0,27.0,-3.7,1032.3,-19.2,0.0,2.1
8.0,19.0,8.0,29.0,400.0,36.0,-4.8,1032.1,-18.6,0.0,1.4
15.0,26.0,9.0,41.0,600.0,24.0,-3.6,1032.4,-19.9,0.0,2.4
18.0,27.0,7.0,41.0,500.0,24.0,-5.5,1033.1,-17.9,0.0,1.0
20.0,26.0,7.0,36.0,600.0,30.0,-2.5,1033.2,-18.1,0.0,1.0
32.0,32.0,6.0,26.0,500.0,38.0,-0.9,1033.5,-18.5,0.0,1.1
15.0,22.0,6.0,31.0,700.0,30.0,0.0,1032.7,-18.2,0.0,0.9
28.0,42.0,8.0,43.0,900.0,24.0,2.3,1031.5,-17.3,0.0,1.1
46.0,71.0,11.0,38.0,800.0,32.0,2.0,1030.2,-17.5,0.0,2.0
62.0,93.0,16.0,42.0,1000.0,32.0,2.8,1029.6,-15.8,0.0,2.0
55.0,92.0,12.0,39.0,1100.0,35.0,2.4,1029.0,-16.7,0.0,2.2
61.0,86.0,10.0,47.0,1000.0,44.1252,2.1,1028.7,-16.4,0.0,2.4
3.0,5.0,3.0,50.0,1000.0,29.0,0.9,1028.4,-17.0,0.0,2.1
3.0,5.0,10.0,49.0,2200.0,30.0,0.6,1028.6,-15.9,0.0,3.1
61.0,157.0,15.0,53.0,2400.0,25.0,0.2,1028.8,-13.8,0.0,2.6
178.0,268.0,16.0,71.0,2900.0,10.0,-0.6,1029.0,-11.4,0.0,1.2
212.0,290.0,22.0,82.0,3200.0,2.0,-0.9,1028.9,-10.6,0.0,1.5
254.0,376.0,25.0,88.0,3700.0,2.0,-1.4,1028.6,-9.5,0.0,1.2
399.0,561.0,27.0,100.0,4600.0,2.0,-2.1,1028.4,-7.0,0.0,1.3
432.0,530.0,29.0,102.0,5100.0,2.0,-2.1,1028.5,-6.5,0.0,1.2
429.0,562.0,27.0,97.0,5200.0,2.0,-2.9,1028.1,-6.5,0.0,0.9
439.0,548.0,26.0,94.0,5200.0,2.0,-5.1,1027.8,-7.9,0.0,1.0
447.0,554.0,26.0,94.0,5300.0,2.0,-6.4,1027.4,-8.8,0.0,0.9
412.0,445.0,24.0,93.0,5300.0,38.0,-6.3,1027.0,-9.8,0.0,1.9
366.0,366.0,27.0,99.0,5600.0,2.0,-5.9,1026.2,-10.3,0.0,1.1
185.0,237.0,38.0,99.0,6000.0,2.0,-7.2,1026.3,-10.4,0.0,1.1
233.0,298.0,26.0,95.0,5900.0,2.0,-7.3,1026.4,-11.7,0.0,0.7
238.0,298.0,27.0,109.0,6100.0,2.0,-6.5,1026.9,-12.2,0.0,1.5
212.0,266.0,25.0,95.0,5100.0,2.0,-5.4,1027.2,-11.3,0.0,1.2
153.0,156.0,24.0,79.0,3600.0,5.0,-3.8,1027.5,-11.5,0.0,1.5
122.0,155.0,22.0,83.0,3900.0,5.0,-2.2,1026.8,-11.8,0.0,1.7
148.0,173.0,25.0,81.0,3700.0,9.0,-0.9,1025.3,-11.9,0.0,0.8
148.0,164.0,25.0,84.0,3800.0,8.0,-0.1,1024.2,-12.1,0.0,1.0
128.0,146.0,24.0,86.0,3600.0,10.0,0.5,1023.4,-13.2,0.0,0.7
139.0,197.0,24.0,100.0,1000.0,4.0,1.3,1023.1,-12.5,0.0,1.4
233.0,349.0,23.0,144.0,5100.0,5.0,0.9,1023.1,-10.6,0.0,1.2
321.0,460.0,19.0,141.0,5300.0,2.0,0.1,1022.9,-7.0,0.0,1.3
380.0,494.0,19.0,131.0,5400.0,2.0,0.0,1023.6,-6.6,0.0,1.4
392.0,470.0,19.0,118.0,5100.0,2.0,-1.7,1023.3,-7.0,0.0,0.6
351.0,422.0,19.0,107.0,4700.0,2.0,-2.9,1023.8,-6.9,0.0,0.8
337.0,422.0,19.0,102.0,4700.0,2.0,-3.3,1023.8,-6.6,0.0,0.6
341.0,422.0,20.0,102.0,4800.0,2.0,-3.6,1023.9,-6.9,0.0,0.6
325.0,397.0,21.0,89.0,4600.0,2.0,-4.6,1023.8,-7.4,0.0,0.7
337.0,417.0,24.0,93.0,5000.0,2.0,-5.0,1023.8,-7.9,0.0,1.0
345.0,391.0,28.0,110.0,5400.0,2.0,-5.7,1023.5,-8.1,0.0,1.1
319.0,422.0,39.0,141.0,6400.0,2.0,-5.8,1023.6,-8.1,0.0,1.1
375.0,481.0,37.0,157.0,7300.0,2.0,-5.8,1023.6,-8.5,0.0,0.9
388.0,464.0,38.0,144.0,7600.0,2.0,-6.5,1023.2,-8.8,0.0,1.0
371.0,417.0,31.0,126.0,6500.0,2.0,-5.8,1023.1,-8.5,0.0,1.3
316.0,394.0,27.0,110.0,5800.0,2.0,-6.1,1023.1,-9.5,0.0,1.0
324.0,358.0,25.0,111.0,6000.0,2.0,-6.3,1023.7,-9.7,0.0,0.2
254.0,257.0,22.0,102.0,5400.0,2.0,-6.5,1024.0,-10.0,0.0,0.3
189.0,233.0,20.0,92.0,4700.0,2.0,-4.5,1024.6,-9.1,0.0,0.5
238.0,305.0,30.0,108.0,5000.0,3.0,-2.4,1024.5,-10.2,0.0,1.4
231.0,240.0,27.0,96.0,4600.0,4.0,-0.2,1024.1,-10.7,0.0,0.6
214.0,268.0,26.0,97.0,4600.0,7.0,1.2,1023.2,-10.3,0.0,1.1
253.0,329.0,28.0,114.0,5000.0,8.0,2.7,1022.2,-9.6,0.0,0.6
334.0,535.0,24.0,159.0,6200.0,6.0,3.8,1021.9,-8.9,0.0,1.0
406.0,529.0,25.0,184.0,6800.0,4.0,3.9,1021.5,-6.1,0.0,1.4
472.0,618.0,23.0,199.0,7400.0,2.0,2.8,1021.5,-6.6,0.0,0.7
459.0,548.0,21.0,179.0,6700.0,2.0,1.2,1021.4,-5.5,0.0,1.1
422.0,508.0,19.0,156.0,6300.0,2.0,-1.3,1021.9,-6.5,0.0,0.6
423.0,530.0,16.0,141.0,6600.0,2.0,-1.9,1022.0,-6.1,0.0,0.9
453.0,589.0,14.0,137.0,6600.0,2.0,-2.5,1022.4,-5.5,0.0,0.7
